,Unnamed: 0,ASIN,PID,PT,Set,difficult,Error,height cm,width cm,length cm,depth cm,thickness cm,diameter cm,height inch,width inch,length inch,depth inch,thickness inch,diameter inch,rim.size inch,rim.size cm,rim.width inch,rim.width cm,Image link
409,422,B088ZHP4SR,51XuEEAIDlL,AIR_MATTRESS,train,FALSE,Error?,,,,,,,,60.0,80.0,,18.0,,,,,,https://m.media-amazon.com/images/I/51XuEEAIDlL.AC.jpg
410,423,B08BRWVZX6,4126hOtSZDL,AIR_MATTRESS,test,FALSE,Error?,,,,,,,,60.0,80.0,,19.0,,,,,,https://m.media-amazon.com/images/I/4126hOtSZDL.AC.jpg
411,424,B01J4L951U,511deIfuMbL,AIR_MATTRESS,test,FALSE,ERROR - Missing OCR Text,,152.0,,,25.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/511deIfuMbL.AC.jpg
412,425,B081H5QV5J,51mYAUvjvwL,AIR_MATTRESS,train,FALSE,Error?,,,136.0,,13.0,,,,53.5,,5.11,,,,,,https://m.media-amazon.com/images/I/51mYAUvjvwL.AC.jpg
413,426,B00GF02UTS,51MW37bdajL,AIR_MATTRESS,train,FALSE,ERROR - Missing OCR Text,,,191.0,,46.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/51MW37bdajL.AC.jpg
414,427,B01N297Q3F,41rQ7e4NdNL,AIR_MATTRESS,train,FALSE,Error?,,53.0,186.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41rQ7e4NdNL.AC.jpg
415,428,B078WT32R3,31f66vl-laL,AIR_MATTRESS,train,FALSE,Error?,,67.0,184.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31f66vl-laL.AC.jpg
416,429,B01MU4NYV6,51wxyCW6oeL,AIR_MATTRESS,train,FALSE,Error?,,60.0,190.0,,3.8,,,,,,,,,,,,https://m.media-amazon.com/images/I/51wxyCW6oeL.AC.jpg
417,430,B01MU4NYV6,41LIsHaZ5DL,AIR_MATTRESS,train,FALSE,Error?,,60.0,190.0,,3.8,,,,,,,,,,,,https://m.media-amazon.com/images/I/41LIsHaZ5DL.AC.jpg
418,431,B01MU4NYV6,41UWxzE-hBL,AIR_MATTRESS,train,FALSE,Error?,,60.0,190.0,,5.8,,,,,,,,,,,,https://m.media-amazon.com/images/I/41UWxzE-hBL.AC.jpg
419,432,B00AFE5MEA,31enEm5cv7L,AIR_MATTRESS,test,FALSE,Error?,,63.0,198.0,,5.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/31enEm5cv7L.AC.jpg
420,433,B07LH45G51,31sG3W0JMTL,AIR_MATTRESS,test,FALSE,Error?,,76.0,191.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31sG3W0JMTL.AC.jpg
421,434,B07LH45G51,313VFMWhoFL,AIR_MATTRESS,train,FALSE,Error?,,76.0,191.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/313VFMWhoFL.AC.jpg
422,435,B008ASLRRY,41nq3lklv6L,AIR_MATTRESS,test,FALSE,Error?,,107.0,168.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41nq3lklv6L.AC.jpg
423,436,B01H8CO1D4,61wYt+4OJUL,AIR_MATTRESS,test,FALSE,Error?,,90.0,140.0,,45.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/61wYt+4OJUL.AC.jpg
424,437,B01EKT08U8,61nC2jPz-rL,AIR_MATTRESS,train,FALSE,Error?,,90.0,140.0,,45.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/61nC2jPz-rL.AC.jpg
425,438,B00F0B5TT6,31IgGib9F-L,AIR_MATTRESS,test,FALSE,Error?,,76.0,185.0,,22.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/31IgGib9F-L.AC.jpg
426,439,B01HTOD60K,41Hi2ql6rYL,AIR_MATTRESS,train,FALSE,Error?,,76.0,185.0,,22.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/41Hi2ql6rYL.AC.jpg
427,440,B00F0B5ILK,51taK2LKErL,AIR_MATTRESS,test,FALSE,Error?,,76.0,188.0,,22.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/51taK2LKErL.AC.jpg
428,441,B07K87QVX3,31XmC4eY+hL,AIR_MATTRESS,test,FALSE,Error?,,99.0,191.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31XmC4eY+hL.AC.jpg
429,442,B07LH45G51,31n9JqnS9-L,AIR_MATTRESS,train,FALSE,Error?,,76.0,191.0,,25.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/31n9JqnS9-L.AC.jpg
430,443,B01N3ARDNB,41UmizWbqHL,AIR_MATTRESS,train,FALSE,,,110.0,186.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41UmizWbqHL.AC.jpg
431,444,B077VQPB1C,41apTfL+iPL,AIR_MATTRESS,train,FALSE,Error?,,107.0,168.0,,25.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/41apTfL+iPL.AC.jpg
432,445,B06XPDH4B2,41bm5SAWKoL,AIR_MATTRESS,train,FALSE,Error?,,130.0,180.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41bm5SAWKoL.AC.jpg
433,446,B01J4L937Q,51SsjczSCQL,AIR_MATTRESS,test,FALSE,OCR - Mulitple Errors,,99.0,191.0,,25.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/51SsjczSCQL.AC.jpg
434,447,B07K87QVX3,313QeEhcssL,AIR_MATTRESS,train,FALSE,Error?,,99.0,191.0,,25.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/313QeEhcssL.AC.jpg
435,448,B07XQH6179,41-gl6ffSTL,AIR_MATTRESS,train,FALSE,,,99.0,191.0,,25.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/41-gl6ffSTL.AC.jpg
436,449,B00BZLPGA2,510Q0ALPcXL,AIR_MATTRESS,test,FALSE,OCR - Mulitple Errors,,99.0,191.0,,33.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/510Q0ALPcXL.AC.jpg
437,450,B07XVY4HGD,316UK44Di6L,AIR_MATTRESS,test,FALSE,Error?,,99.0,191.0,,33.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/316UK44Di6L.AC.jpg
438,451,B08DNTQYGX,41qYyuChubL,AIR_MATTRESS,test,FALSE,Error?,,85.0,136.0,,13.0,,,33.4,53.5,,5.11,,,,,,https://m.media-amazon.com/images/I/41qYyuChubL.AC.jpg
439,452,B081H5Z147,51vsggpue9L,AIR_MATTRESS,train,FALSE,Error?,,85.0,136.0,,13.0,,,33.4,53.5,,5.11,,,,,,https://m.media-amazon.com/images/I/51vsggpue9L.AC.jpg
440,453,B089NN4BVG,41G8YONNZzL,AIR_MATTRESS,train,FALSE,Error?,,85.0,136.0,,13.0,,,33.4,53.5,,5.11,,,,,,https://m.media-amazon.com/images/I/41G8YONNZzL.AC.jpg
441,454,B07PLHMY5B,419BkTAwBsL,AIR_MATTRESS,train,FALSE,Error?,,127.0,190.0,,10.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/419BkTAwBsL.AC.jpg
442,455,B089D3WG9Y,416oq682reL,AIR_MATTRESS,train,FALSE,Error?,,95.0,192.0,,40.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/416oq682reL.AC.jpg
443,456,B000HBGSP8,41im2WTT-+L,AIR_MATTRESS,test,FALSE,Error?,,137.0,191.0,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41im2WTT-+L.AC.jpg
444,457,B01IZVS8D6,31YCOQ-tFHL,AIR_MATTRESS,test,FALSE,Error?,,99.0,191.0,,42.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/31YCOQ-tFHL.AC.jpg
445,458,B01IZVS8D6,51+3u3vB2mL,AIR_MATTRESS,train,FALSE,,,99.0,191.0,,42.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/51+3u3vB2mL.AC.jpg
446,459,B01J1QFAQW,51rw5j-DKZL,AIR_MATTRESS,train,FALSE,ERROR - Incorrect OCR Text,,99.0,191.0,,42.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/51rw5j-DKZL.AC.jpg
447,460,B01J1QFAQW,3171YXe-uXL,AIR_MATTRESS,train,FALSE,Error?,,99.0,191.0,,42.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/3171YXe-uXL.AC.jpg
448,461,B01J1QFAQW,51Gp6rKhbkL,AIR_MATTRESS,train,FALSE,,,99.0,191.0,,42.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/51Gp6rKhbkL.AC.jpg
449,462,B07RQL3VXY,41SZNxbrygL,AIR_MATTRESS,test,FALSE,Error?,,56.0,180.0,,2.5,,,22.05,70.86,,0.98,,,,,,https://m.media-amazon.com/images/I/41SZNxbrygL.AC.jpg
450,463,B08G8F32CH,512QJyPI5DL,AIR_MATTRESS,train,FALSE,Error?,,99.0,191.0,,45.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/512QJyPI5DL.AC.jpg
451,464,B00BZLPGA2,51adoi6-y+L,AIR_MATTRESS,test,FALSE,OCR - Mulitple Errors,,99.0,191.0,,46.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/51adoi6-y+L.AC.jpg
452,465,B00GF02UTS,31X8hLAh-RL,AIR_MATTRESS,train,FALSE,Error?,,99.0,191.0,,46.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/31X8hLAh-RL.AC.jpg
453,466,B073PSDQYX,41Ftino+wLL,AIR_MATTRESS,train,FALSE,,,99.0,191.0,,46.0,,,,,,,,,,,,https://m.media-amazon.com/images/I/41Ftino+wLL.AC.jpg
